pid,comm,rss_kb,pss_kb,swap_kb,anon_kb,file_kb,shared_clean_kb,shared_dirty_kb
10150,chromium,98860,73034,40828,74664,0,24004,3880
10485,chromium,36676,15270,26096,17384,0,19196,3820
10664,chromium,488872,418232,44848,410936,0,75612,4556
11381,chromium,287832,225466,57048,221684,0,65716,4060
12094,pet,24,20,1284,20,0,4,0
12230,bash,12,4,1656,4,0,8,0
12278,code,22056,13226,337164,11952,0,9904,0
21998,bash,12,4,1548,4,0,8,0
22836,bash,4268,1937,508,1296,0,2880,0
128721,gamemoded,2712,1201,188,816,0,1760,0
212756,chrome,13356,1984,14784,1120,0,12140,96
214280,chrome,66500,10770,27588,8456,0,55800,5344
225123,chrome,147928,55733,29120,40248,0,101632,6324
638683,gvfsd-network,640,632,1264,632,0,8,0
654005,brave,144936,68762,22096,37080,0,105588,3904
676246,brave,10164,2391,18412,4508,0,5624,3308
723756,chromium,24204,14513,53780,17716,0,6400,3908
840059,polybar,6436,3486,140,2912,0,3468,0
840060,polybar,5976,3100,180,2584,0,3364,0
840061,polybar,7312,4226,128,2916,0,3628,0
840112,python3,8520,6374,532,5348,0,3088,0
840113,i3-msg,908,206,0,188,0,708,0
840477,chrome,99864,33078,29676,28320,0,69096,5560
852368,bash,5532,2291,0,1556,0,3976,0
852432,bash,3776,906,0,368,0,3408,0
852443,jupyter-lab,231236,220794,0,214892,0,15388,0
852670,chrome,279604,173880,19764,151792,0,119612,7184
852844,python,64784,52083,0,49048,0,15736,0
852847,python,64792,52115,0,49068,0,15724,0
852848,python,65204,52376,0,49324,0,15880,0
853135,python,64844,54128,0,49052,0,15712,0
853261,python,116076,102994,0,85264,0,16244,0
866927,chromium,265980,165398,11756,135852,0,116884,5060
867050,chromium,154476,59824,11916,41136,0,108340,4932
867108,chrome,68052,11920,20476,9760,0,55904,5428
867145,chrome,210100,118744,20452,108144,0,98976,5492
867247,chromium,57044,11931,12220,9160,0,47516,4084
869524,chrome,86664,16390,20472,12296,0,71840,5476
869525,chrome,96924,20583,20468,15568,0,78908,5492
869530,chrome,93812,18953,20468,14252,0,77080,5596
