pid,comm,rss_kb,pss_kb,swap_kb,anon_kb,file_kb,shared_clean_kb,shared_dirty_kb
10689,steamwebhelper,11288,7525,14496,6436,0,4448,172
10690,steamwebhelper,7540,3263,12724,4696,0,2752,2416
11381,chromium,214020,159359,140808,153532,0,59968,4096
12094,pet,60,56,1248,56,0,4,0
12230,bash,12,4,1656,4,0,8,0
12278,code,17860,10467,339928,9188,0,8364,0
21998,bash,12,4,1548,4,0,8,0
22836,bash,4272,1945,508,1296,0,2880,0
128721,gamemoded,1564,719,328,676,0,852,0
211580,chrome,217092,150187,70080,147052,0,66916,5856
212756,chrome,11060,1442,15300,972,0,9996,80
214280,chrome,65256,9106,27852,8264,0,54744,5312
225123,chrome,168308,94963,37108,91732,0,73776,5740
225186,chrome,79940,24004,27620,23476,0,54104,5412
323996,brave,198600,143233,37032,137664,0,60564,3472
324455,brave,512976,439182,45760,426576,0,85812,3688
355568,brave,627212,550615,48908,535380,0,89852,3704
363455,brave,331568,278622,47932,273424,0,57860,3456
638683,gvfsd-network,640,632,1264,632,0,8,0
646742,chrome,93116,38498,41068,38056,0,52452,5876
646983,chrome,81044,33991,37560,34332,0,44096,5848
647343,chrome,29320,5057,33952,7164,0,19964,5372
647363,chrome,21512,3588,57384,5944,0,13356,5332
654005,brave,330736,263649,64412,254768,0,75112,3524
659908,chrome,93408,52019,42912,53016,0,37840,5764
660601,chrome,79656,27299,33816,27280,0,49784,5720
665216,chrome,96164,41647,35228,41356,0,52144,5788
676246,brave,8164,1822,18548,4500,0,3636,3304
679343,chrome,156932,78601,36304,73328,0,80264,5980
688844,chromium,72092,35872,27940,35236,0,36684,4000
688928,chromium,39836,22897,31632,25140,0,14640,3892
723756,chromium,22684,14329,54272,17624,0,4980,3924
836059,chromium,10076,1831,18944,5124,0,4932,3800
837352,steamwebhelper,7032,2523,17004,3760,0,3216,2352
837427,reaper,2136,268,16768,60,0,8,2048
837455,srt-bwrap,168,160,8,160,0,8,0
837526,pv-adverb,380,372,60,372,0,8,0
837573,dota.sh,2840,970,4596,740,0,8,2048
837578,dota2,2256380,2248585,728484,2210000,0,3828,5352
839931,gameoverlayui,15084,9775,20188,7404,0,1952,5304
840059,polybar,6348,3402,140,2864,0,3456,0
840060,polybar,6004,3115,180,2584,0,3392,0
840061,polybar,6328,3402,136,2860,0,3432,0
840112,python3,8604,6521,332,5504,0,3024,0
840113,i3-msg,908,205,0,188,0,708,0
840477,chrome,101288,33880,29952,31132,0,67724,5448
840720,steamwebhelper,53236,45043,75876,42496,0,7752,2772
852056,chrome,211548,121036,20516,112920,0,95604,5472
852368,bash,5532,2295,0,1556,0,3976,0
852432,bash,3776,909,0,368,0,3408,0
852443,jupyter-lab,234636,223396,0,214872,0,16720,0
852670,chrome,289124,184568,19828,155944,0,113796,7540
852844,python,66040,52350,0,49048,0,16988,0
852847,python,66048,52412,0,49068,0,16956,0
852848,python,66412,52652,0,49324,0,17080,0
853135,python,66376,54761,0,49052,0,17188,0
853261,python,117568,103544,0,84800,0,17460,0
854436,chrome,66744,10645,20540,9468,0,54888,5456
