pid,comm,rss_kb,pss_kb,swap_kb,anon_kb,file_kb,shared_clean_kb,shared_dirty_kb
874205,bwrap,1952,147,0,136,0,1816,88
874206,bwrap,1264,137,0,156,0,1108,88
874207,glycin-svg,16584,7079,0,2632,0,11444,0
875007,chromium,57380,13104,12220,9156,0,47684,4120
876082,chrome,67100,11558,20476,9468,0,55244,5428
876986,chrome,208448,117285,20452,106924,0,98544,5492
877209,bash,3756,620,0,304,0,3448,0
877241,bash,4068,870,0,528,0,3540,0
877256,srt-logger,4100,883,0,292,0,3808,0
877441,steam,226224,219615,0,55252,0,1452,7488
877487,srt-bwrap,1840,249,0,152,0,1608,0
877499,srt-logger,4168,924,0,304,0,3864,0
877634,steam-runtime-l,5340,2092,0,516,0,3812,0
877637,pv-adverb,4976,2808,0,404,0,2208,0
877665,steamwebhelper,439692,314219,0,155160,0,162292,5992
877668,steamwebhelper,57164,20055,0,12496,0,44660,0
877674,steamwebhelper,65500,15445,0,12764,0,52736,11880
877675,steamwebhelper,65528,11472,0,12668,0,52856,12484
877677,steamwebhelper,16888,3321,0,12772,0,4116,12508
877714,steamwebhelper,312724,207891,0,154220,0,107616,48848
877765,bwrap,1952,145,0,136,0,1816,92
877767,bwrap,1264,135,0,156,0,1108,92
877768,glycin-image-rs,5992,3980,0,600,0,2040,0
877947,steamwebhelper,93656,34427,0,18632,0,73004,312
877956,steamwebhelper,44300,10467,0,15652,0,28432,12232
877973,steamwebhelper,549892,473427,0,438504,0,99020,12496
878487,steamwebhelper,268000,173029,0,117764,0,99952,48640
878760,srt-bwrap,1840,249,0,152,0,1608,0
878829,pv-adverb,4776,2608,0,384,0,2208,0
878856,wineserver,15632,14145,0,13516,0,1504,0
