pid,comm,rss_kb,pss_kb,swap_kb,anon_kb,file_kb,shared_clean_kb,shared_dirty_kb
5277,brave,69976,39351,109936,31028,0,34984,936
5303,brave,50208,19103,16592,11560,0,36564,216
5320,gnome-keyring-d,12,4,812,4,0,8,0
5330,chromium,19320,5432,15652,7132,0,11948,3852
5456,gnome-keyring-d,3164,590,740,464,0,2684,0
5532,chrome,25776,3508,17064,5204,0,20232,3408
5814,chrome_crashpad,796,289,232,92,0,520,0
5910,code,45664,32555,55396,26720,0,15560,592
5928,code,22220,9526,10032,2524,0,16132,72
6082,chromium,23180,9313,35376,11800,0,11200,3804
6264,Discord,86028,49468,82668,35528,0,48188,2184
6282,chrome,42824,9618,40460,11072,0,29504,5288
6427,Discord,21960,11711,9320,6064,0,14024,184
6819,code,147040,125703,68436,121472,0,25436,1868
6826,code,190940,160713,44924,143400,0,38876,1916
6940,chrome,213488,153218,45368,152200,0,58788,5448
7628,chrome,96116,60228,89768,61684,0,32076,5428
7679,chromium,284392,222983,45896,213996,0,69832,4136
7697,chromium,162004,104302,34440,97064,0,64480,4020
7936,chromium,144656,120181,115308,121252,0,23060,3976
8101,code,31372,14370,34624,11000,0,19968,52
8102,code,26492,11230,33532,7860,0,18496,4
8103,code,32724,20330,198772,17876,0,14176,12
8151,code,35272,24135,116568,22444,0,12580,4
8205,code,25820,11045,33656,7716,0,17908,0
8349,Discord,439464,419291,133156,386564,0,27840,3136
8416,steam,38728,31400,118276,20704,0,2096,7408
8527,brave,13236,3006,13768,4940,0,8076,3356
8613,brave,33168,10435,29648,9984,0,22844,3304
8622,chromium,46288,15185,28656,14696,0,31556,3796
9107,pet,36,32,1236,32,0,4,0
9246,brave,612652,542775,62764,532472,0,79640,3540
9340,chromium,11896,2043,15064,1200,0,10648,32
9468,code,12580,4862,33764,3948,0,8492,0
9469,Discord,8560,2365,9252,1176,0,7352,24
9626,bash,12,4,1656,4,0,8,0
9740,brave,12780,2532,16720,1172,0,11448,32
9943,code,7764,3575,320364,3080,0,4544,0
9967,chromium,39824,13053,22304,13988,0,25736,3840
10150,chromium,97668,74425,39936,75828,0,21684,3880
10276,srt-bwrap,16,8,144,8,0,8,0
10288,srt-logger,40,32,272,32,0,8,0
10485,chromium,33748,13559,26824,15508,0,18144,3824
10488,steam-runtime-l,1792,836,236,308,0,964,0
10540,pv-adverb,16,8,396,8,0,8,0
10589,steamwebhelper,406280,381577,1293556,349536,0,25572,5760
10592,steamwebhelper,1300,267,12412,112,0,1148,0
10597,steamwebhelper,608,302,12172,600,0,8,596
10598,steamwebhelper,2320,465,10364,2312,0,8,2308
10600,steamwebhelper,3916,874,10216,2564,0,1352,2316
10620,steamwebhelper,53112,45845,106996,44288,0,8088,744
10664,chromium,647912,583170,45536,567080,0,75708,4432
10689,steamwebhelper,11288,7525,14496,6436,0,4448,172
10690,steamwebhelper,7540,3263,12724,4696,0,2752,2416
11381,chromium,216428,161766,140884,155940,0,59968,4096
12094,pet,60,56,1248,56,0,4,0
12230,bash,12,4,1656,4,0,8,0
12278,code,17604,10217,340184,8932,0,8364,0
21998,bash,12,4,1548,4,0,8,0
22836,bash,4272,1944,508,1296,0,2880,0
128721,gamemoded,1576,731,316,688,0,852,0
211580,chrome,219576,151936,70080,149536,0,66924,5856
212756,chrome,11060,1409,15300,972,0,9996,80
214280,chrome,65256,8575,27852,8264,0,54756,5316
225123,chrome,174928,100754,37116,98284,0,73868,5808
225186,chrome,79932,23613,27620,23468,0,54104,5412
323996,brave,209216,153865,37048,148280,0,60564,3472
324455,brave,517068,443337,45796,430668,0,85788,3676
355568,brave,660400,586161,50820,571836,0,86740,3676
363455,brave,337492,284730,47944,279348,0,57860,3456
638683,gvfsd-network,640,632,1264,632,0,8,0
646742,chrome,93112,38150,41068,38052,0,52452,5876
646983,chrome,81040,33725,37560,34328,0,44096,5848
647343,chrome,29320,4974,33952,7164,0,19964,5372
647363,chrome,21512,3532,57384,5944,0,13356,5332
654005,brave,350308,283386,64424,274344,0,75112,3524
659908,chrome,93920,52336,42912,53528,0,37840,5764
660601,chrome,79656,27009,33816,27280,0,49784,5720
665216,chrome,96160,41333,35228,41352,0,52144,5788
676246,brave,8164,1824,18548,4500,0,3636,3304
679343,chrome,156932,77656,36304,73328,0,80252,5980
688844,chromium,72092,35872,27940,35236,0,36684,4000
688928,chromium,39832,22893,31636,25136,0,14640,3892
723756,chromium,22684,14329,54272,17624,0,4980,3924
836059,chromium,10076,1831,18944,5124,0,4932,3800
837352,steamwebhelper,7032,2540,17004,3760,0,3180,2352
837427,reaper,2136,268,16768,60,0,8,2048
837455,srt-bwrap,168,160,8,160,0,8,0
837526,pv-adverb,380,372,60,372,0,8,0
837573,dota.sh,2840,970,4596,740,0,8,2048
837578,dota2,2256140,2248370,728648,2209820,0,3828,5296
839931,gameoverlayui,15028,9747,20188,7404,0,1952,5248
840059,polybar,6348,3402,140,2864,0,3456,0
840060,polybar,6004,3115,180,2584,0,3392,0
840061,polybar,6328,3402,136,2860,0,3432,0
840112,python3,8604,6521,332,5504,0,3024,0
840113,i3-msg,908,205,0,188,0,708,0
840477,chrome,100672,32681,29952,30620,0,67620,5448
840720,steamwebhelper,53132,44955,75944,42428,0,7716,2772
852056,chrome,211452,119547,20516,112824,0,95688,5472
852368,bash,5532,2294,0,1556,0,3976,0
852432,bash,3776,908,0,368,0,3408,0
852443,jupyter-lab,234636,223418,0,214872,0,16676,0
852670,chrome,271188,164097,19856,139432,0,114640,6996
852844,python,66040,52367,0,49048,0,16988,0
852847,python,66048,52412,0,49068,0,16956,0
852848,python,66412,52651,0,49324,0,17080,0
853135,python,66376,54761,0,49052,0,17188,0
853261,python,76172,62257,0,58592,0,17312,0
854390,chrome,114100,22546,20336,16576,0,94356,5680
854400,chrome,124684,29808,20316,21512,0,98040,5892
854436,chrome,66744,10028,20540,9468,0,54888,5456
855007,chrome,85856,14536,20536,12580,0,70752,5508
855008,chrome,95820,19799,20532,17460,0,75936,5488
855014,chrome,90304,16416,20532,14356,0,73496,5596
